topic,sentence_en,sentence_ro,annotation,set
school uniforms,We can not afford to allow our schools to be used as laboratories and our children to be used as guinea pigs for new questionable fads founded in vanity and based on supposition .,Nu ne putem permite să permitem școlilor noastre să fie folosite ca laboratoare și copiilor noștri să fie folosiți ca cobai pentru noi moduri discutabile fondate în vanitate și bazate pe presupuneri.,Argument_for,train
school uniforms,"Research has shown that among middle and high school students , uniforms reduce absences on average by half a day each school year .","Cercetările au arătat că printre elevii de gimnaziu și liceu, uniformele reduc absențele în medie cu o jumătate de zi în fiecare an școlar.",Argument_for,train
school uniforms,Uniforms eliminate this pressure and allow the attention of students to be directed to learning and growing .,Uniformele elimină această presiune și permit ca atenția elevilor să fie îndreptată spre învățare și creștere.,Argument_for,train
school uniforms,"Birmingham schools reported a drop in weapon and drug incidents , and Houston schools reported a decrease in violent crime .","Școlile din Birmingham au raportat o scădere a incidentelor cu arme și droguri, iar școlile din Houston au raportat o scădere a criminalității violente.",Argument_for,train
school uniforms,"In addition , distracting fashion trends and status - symbol clothing are eliminated , enabling students to focus more on their academic goals .","În plus, tendințele modei care distrag atenția și îmbrăcămintea simbol al statutului sunt eliminate, permițând studenților să se concentreze mai mult pe obiectivele lor academice.",Argument_for,train
school uniforms,One-third of students reported benefits to wearing school uniforms .,O treime dintre elevi au raportat beneficii pentru purtarea uniformelor școlare.,Argument_for,train
school uniforms,""" If a simple change in attire can positively influence more than 30 percent , or even 25 percent of a school 's student population , then perhaps administrators , teachers , students and community members find it worth the effort , "" Sanchez said .","„Dacă o simplă schimbare de ținută poate influența pozitiv mai mult de 30%, sau chiar 25% din populația elevilor unei școli, atunci poate că administratorii, profesorii, studenții și membrii comunității merită efortul”, a spus Sanchez.",Argument_for,train
school uniforms,The local community knows where that kid belongs .,Comunitatea locală știe unde este acel copil.,Argument_for,train
school uniforms,"They believe that students feel more professional and feel like they belong to something when they wear school uniforms , encouraging them to behave accordingly as a result .","Ei cred că elevii se simt mai profesioniști și simt că aparțin ceva atunci când poartă uniforme școlare, încurajându-i ca urmare să se comporte în consecință.",Argument_for,train
school uniforms,All students in a similar outfit also make students less concerned about what other people are wearing .,Toți studenții într-o ținută similară îi fac pe studenți mai puțin preocupați de ceea ce poartă alți oameni.,Argument_for,train
school uniforms,If uniform must be worn by everyone there is much less confusion and enforcing the rules is quicker and simpler .,"Dacă uniforma trebuie purtată de toată lumea, există mult mai puțină confuzie și aplicarea regulilor este mai rapidă și mai simplă.",Argument_for,train
school uniforms,Children consequently judge each other by their physical appearances .,"Prin urmare, copiii se judecă unii pe alții după aspectul lor fizic.",Argument_for,train
school uniforms,"When they are all dressed alike , their all-for-one-and-one-for-all comradery is boosted .","Când toți sunt îmbrăcați la fel, camaraderia lor „tot-pentru-unul-și-unu-pentru-toți” este sporită.",Argument_for,train
school uniforms,"It makes you look like a community , rather than just normal people , if you know what I mean !","Te face să arăți ca o comunitate, mai degrabă decât oameni normali, dacă știi ce vreau să spun!",Argument_for,val
school uniforms,"Across the country , similar statistics abound ; for example , at Ruffner Middle School in Norfolk , VA , the number of discipline referrals decreased by 42 % once uniforms were enforced .","În toată țara , statistici similare abundă ; de exemplu , la Ruffner Middle School din Norfolk , VA , numărul de recomandări disciplinare a scăzut cu 42 % odată ce uniformele au fost aplicate .",Argument_for,val
school uniforms,This is an ideal time to teach your child there is more to life than a cool logo .,Acesta este un moment ideal pentru a-ți învăța copilul că viața este mai mult decât un logo cool.,Argument_for,val
school uniforms,Tremendous amount of time can be utilized more productively if the school management does n’t have to worry about the dressing of individual students .,O cantitate enormă de timp poate fi utilizată mai productiv dacă conducerea școlii nu trebuie să-și facă griji cu privire la îmbrăcămintea individuală a elevilor.,Argument_for,val
school uniforms,"Uniforms are made to last , and can be washed easily and frequently .",Uniformele sunt făcute pentru a rezista și pot fi spălate ușor și frecvent.,Argument_for,val
school uniforms,"Jegory says2013-05-14T21 :03:29.110 Report Post It seems a lot of people saying "" Yes "" are arguing that it would mean less bullying would occur .",Jegory spune2013-05-14T21 :03:29.110 Raportează post Se pare că mulți oameni care spun „Da” susțin că ar însemna că ar avea loc mai puțină agresiune.,Argument_for,val
school uniforms,"In addition , with the visual uniformity present across all students , the instance of school pride has increased .","În plus , odată cu uniformitatea vizuală prezentă la toți elevii , orgoliul școlar a crescut .",Argument_for,val
school uniforms,A middle school student at Boone Middle School in Haines City was recently suspended over the color of his sweater .,Un elev de gimnaziu la Boone Middle School din Haines City a fost suspendat recent din cauza culorii puloverului său.,Argument_for,val
school uniforms,Requiring uniforms enhances school security by permitting identification of non-students who try to enter the campus .,"Solicitarea uniformelor sporește securitatea școlii, permițând identificarea non-studentilor care încearcă să intre în campus.",Argument_for,val
school uniforms,"These statistics offered by Long Beach are often most cited as a proven deterrent to school violence , after adopting a mandatory uniform policy in 1994 .","Aceste statistici oferite de Long Beach sunt adesea citate ca un factor de descurajare dovedit a violenţei în şcoală , după adoptarea unei politici de uniformă obligatorie în 1994 .",Argument_for,val
school uniforms,"In Long Beach , California , the first district to have a widespread mandatory uniform policy in the public schools , the initial reports concerning drops in crime and discipline were astonishing .","În Long Beach , California , primul district care a avut o politică de uniformă obligatorie pe scară largă în școlile publice , rapoartele inițiale privind scăderea criminalității și a disciplinei au fost uimitoare.",Argument_for,val
school uniforms,They focus attention upon learning and away from such distractions as fashion competition and gang intimidation .,Aceștia concentrează atenția asupra învățării și departe de astfel de distrageri precum competiția de modă și intimidarea bandelor.,Argument_for,val
school uniforms,The uniform actually levels the fashion playing field for families of modest income since everyone wears the same dress .,"Uniforma de fapt nivelează terenul de joc în modă pentru familiile cu venituri modeste, deoarece toată lumea poartă aceeași rochie.",Argument_for,val
school uniforms,"Virginia B. Draa , Assistant Professor of Human Ecology at Youngstown State University , said uniforms can decrease peer pressure and blur class lines between students .","Virginia B. Draa, profesor asistent de Ecologie Umană la Universitatea de Stat din Youngstown, a spus că uniformele pot scădea presiunea colegilor și pot estompa liniile de curs între studenți.",Argument_for,test
school uniforms,School uniforms can save parents money .,Uniformele școlare pot economisi bani pentru părinți.,Argument_for,test
school uniforms,Uniforms encourage and reflect sameness .,Uniformele încurajează și reflectă asemănarea.,Argument_for,test
school uniforms,Most parents and educators support mandatory school uniforms .,Majoritatea părinților și educatorilor susțin uniformele școlare obligatorii.,Argument_for,test
school uniforms,Apparently the same casual mind-set toward revealing outfits is cropping up in the ranks of our teachers .,"Aparent, în rândurile profesorilor noștri apare aceeași mentalitate casual față de ținutele dezvăluite.",Argument_for,test
school uniforms,School uniforms may improve attendance and discipline .,Uniformele școlare pot îmbunătăți prezența și disciplina.,Argument_for,test
school uniforms,"A 2007 peer-reviewed study found that after uniforms were introduced , "" Teachers perceived an increase in the level of respect , caring , and trust ... throughout the school "" and said "" students are made to feel ' important ' and as if they are a part of a team by wearing a uniform . ""","Un studiu din 2007, evaluat de colegi, a constatat că, după introducerea uniformelor, „Profesorii au perceput o creștere a nivelului de respect, grijă și încredere... în întreaga școală” și au spus că „elevii sunt făcuți să se simtă „importanți” și ca și cum ar fi parte dintr-o echipă purtând o uniformă”.",Argument_for,test
school uniforms,A 2012 peer-reviewed study found that 54 % of eighth-graders said they could still express their individuality while wearing school uniforms .,Un studiu evaluat de colegi din 2012 a constatat că 54 % dintre elevii de clasa a VIII-a au spus că își pot exprima în continuare individualitatea purtând uniforme școlare.,Argument_for,test
school uniforms,"We have a styling of uniforms for girls that 's more comfortable , practical and more suited for a girl 's shape .","Avem un stil de uniforme pentru fete care este mai confortabil, practic și mai potrivit pentru forma unei fete.",Argument_for,test
school uniforms,Uniforms can be reused and recycled .,Uniformele pot fi refolosite și reciclate.,Argument_for,test
school uniforms,"Her final analysis surprised her : “ I really went into this thinking uniforms do n’t make a difference , but I came away seeing that they do .","Analiza ei finală a surprins-o: „Am intrat într-adevăr în această gândire că uniformele nu fac diferență, dar am plecat văzând că da.",Argument_for,test
school uniforms,"Wearing one 's own choice of shirt or pants is not the "" pure speech "" protected by the Constitution .",Purtarea cămășii sau a pantalonilor la alegerea proprie nu este „discursul pur” protejat de Constituție.,Argument_for,test
school uniforms,It is the position of the plaintiffs that requiring the purchase of specific items in order to be educated causes the education to cease to be free ( Norgard 11 ) .,Poziția reclamanților este că necesitatea achiziționării unor obiecte specifice pentru a fi educată face ca educația să nu mai fie gratuită (Norgard 11).,Argument_against,train
school uniforms,"They can give the school a bad name : If the children of a school are out causing trouble wearing the uniform from a school , it can reflect badly on that school and result in fewer parents wanting to send their children there .","Ei pot da școlii un nume prost: dacă copiii unei școli sunt plecați cauzând probleme cu purtarea uniformei de la o școală, se poate reflecta prost asupra școlii și poate duce la ca mai puțini părinți să-și trimită copiii acolo.",Argument_against,train
school uniforms,"One of the most egregious acts of enforcement occurred on August 12 , 1999 .",Unul dintre cele mai flagrante acte de executare a avut loc la 12 august 1999 .,Argument_against,train
school uniforms,"1Simply Put , Uniforms are Generally Disliked !","Pur și simplu, uniformele sunt în general antipatice!",Argument_against,train
school uniforms,"Take the case of the Harford County Public School students , wherein 87.9 % are in strong disfavor of the mandatory uniform system .","Să luăm cazul elevilor de la Școala Publică din județul Harford, în care 87,9% sunt puternic defavorizați de sistemul de uniformă obligatorie.",Argument_against,train
school uniforms,If you think back to when you were a child you 'll remember that most of us hated wearing a school uniform .,"Dacă te gândești la când erai copil, îți vei aminti că cei mai mulți dintre noi uram să purtăm uniforma școlară.",Argument_against,train
school uniforms,"School uniforms can be ugly and/or unflattering , and having to wear something unattractive or unflattering is not good for students ’ self-image .","Uniformele școlare pot fi urâte și/sau nemăgulitoare, iar nevoia de a purta ceva neatractiv sau nemăgulitor nu este bună pentru imaginea de sine a elevilor.",Argument_against,train
school uniforms,"She could have easily bought a full weeks worth of street clothing ( 7 shirts , 3 pairs of pants ) for slightly less money .","Ar fi putut cumpăra cu ușurință o săptămână întreagă de îmbrăcăminte de stradă ( 7 cămăși , 3 perechi de pantaloni ) pentru ceva mai puțini bani .",Argument_against,train
school uniforms,The cost of uniform often means that parents dislike it and it can lead to a bad relationship between them and the school .,Costul uniformei înseamnă adesea că părinților le displace și poate duce la o relație proastă între ei și școală.,Argument_against,train
school uniforms,"Yet , at a different school , a principal may base a decision on the size of a stripe and if the "" spirit "" of the policy is honored .","Cu toate acestea, la o altă școală, un director poate baza o decizie pe dimensiunea unei dungi și dacă „spiritul” politicii este onorat.",Argument_against,train
school uniforms,"to cover up the real problems faced by children and teens ; and they violate students ' right of self-expression , depriving them of their search for identity .","pentru a acoperi problemele reale cu care se confruntă copiii și adolescenții; și încalcă dreptul elevilor de a se exprima, privându-i de căutarea identității.",Argument_against,train
school uniforms,"There are risks from ties , though ; they can become caught in things , creating a strangulation hazard , and are easily grabbed during playground scuffles .","Există riscuri de la legături, totuşi; pot fi prinși în lucruri, creând un pericol de strangulare și sunt ușor apucați în timpul bătăilor pe terenul de joacă.",Argument_against,train
school uniforms,The high cost is another reason why uniforms should be banned .,Costul ridicat este un alt motiv pentru care uniformele ar trebui interzise.,Argument_against,train
school uniforms,"In response , Mary and John Frudden , parents of a student sued the school district on the basis of it violating the 1st Amendment .","Ca răspuns , Mary și John Frudden , părinții unui elev au dat în judecată districtul școlar pe baza faptului că acesta a încălcat primul amendament .",Argument_against,train
school uniforms,"If children want to bully a classmate they will , no matter what he 's wearing .","Dacă copiii vor să agreseze un coleg de clasă, o vor face, indiferent ce poartă el.",Argument_against,train
school uniforms,"Even with these compelling statistics , however , there are other statistics that argue that uniforms are not as beneficial as school administrators and parents are encouraged to believe .","Chiar și cu aceste statistici convingătoare, totuși, există și alte statistici care susțin că uniformele nu sunt atât de benefice pe cât sunt încurajați să creadă administratorii școlii și părinții.",Argument_against,train
school uniforms,"Many girls , for example , do not like to wear skirts or dresses , which most girls ' uniforms require .","Multe fete, de exemplu, nu le place să poarte fuste sau rochii, ceea ce necesită majoritatea uniformelor fetelor.",Argument_against,train
school uniforms,"Uniforms may work for police officers , soldiers and neo-Nazis , but they have no place in schools .","Uniformele pot lucra pentru ofițeri de poliție, soldați și neo-naziști, dar nu au loc în școli.",Argument_against,train
school uniforms,"Their conclusion was : “ Student uniform use was not significantly correlated with any of the school commitment variables such as absenteeism , behavior , or substance use ( drugs ) .","Concluzia lor a fost: „Utilizarea uniformelor elevilor nu a fost corelată semnificativ cu niciuna dintre variabilele angajamentului școlar, cum ar fi absenteismul, comportamentul sau consumul de substanțe (droguri).",Argument_against,train
school uniforms,"So , is the teacher a dictator out to humiliate children , to crush their developing personality ?","Deci , este profesorul un dictator dornic să umilească copiii , să le zdrobească personalitatea în curs de dezvoltare ?",Argument_against,train
school uniforms,"The charter school however , sold shirts that were almost thirteen dollars .",Școala charter însă a vândut cămăși care costau aproape treisprezece dolari.,Argument_against,train
school uniforms,"If safety really was an important issue , then why are teachers , maintenance staff and visiting parents not required to similarly wear the school uniform ?","Dacă siguranța a fost într-adevăr o problemă importantă, atunci de ce profesorii, personalul de întreținere și părinții vizitatori nu sunt obligați să poarte uniform uniformă școlară?",Argument_against,train
school uniforms,"Instead of helping you out , your uniform can actually get in the way of learning .","În loc să te ajute, uniforma ta poate chiar să te împiedice să înveți.",Argument_against,train
school uniforms,"In addition , opponents argue that uniforms may not be comfortable for all students , which will limit learning as students worry about their appearance .","În plus, oponenții susțin că uniformele ar putea să nu fie confortabile pentru toți elevii, ceea ce va limita învățarea, deoarece studenții își fac griji pentru aspectul lor.",Argument_against,train
school uniforms,Impeding one ’s freedom to choose can take a toll on his transition to adult life .,Împiedicarea libertății de a alege poate afecta tranziția lui la viața adultă.,Argument_against,train
school uniforms,"Uniforms are part of a mindset that does not protect children , but that makes children prone to be abused .","Uniformele fac parte dintr-o mentalitate care nu protejează copiii, dar care îi face pe copii predispuși să fie abuzați.",Argument_against,train
school uniforms,Uniforms can be more expensive for a family who buys from second-hand stores or who relies on hand-me-down clothing from friends and family .,Uniformele pot fi mai scumpe pentru o familie care cumpără din magazinele second-hand sau care se bazează pe haine de la prieteni și familie .,Argument_against,train
school uniforms,"Again , if there was a need for more discipline , how do school uniforms benefit ?","Din nou, dacă era nevoie de mai multă disciplină, cum beneficiază uniformele școlare?",Argument_against,train
school uniforms,Some uniforms are made from unpleasant fabrics that will make you itch from the first class to the last class .,Unele uniforme sunt confecționate din țesături neplăcute care te vor face să te mâncărimi de la prima clasă la ultima clasă.,Argument_against,train
school uniforms,"Despite claims set forth by proponents that uniforms improve academic performance , there is no empirical data to lend validation to these claims .","În ciuda afirmațiilor susținute de susținători că uniformele îmbunătățesc performanța academică, nu există date empirice care să valideze aceste afirmații.",Argument_against,train
school uniforms,"They even went as far as to cite an infringement on religious freedom , claiming that opting out of the uniforms on the grounds of religion allowed the school to rank the validity of certain religions .","Ei au mers chiar până la a invocă o încălcare a libertăţii religioase , susţinând că renunţarea la uniforme pe motive de religie a permis şcolii să ierarhească validitatea anumitor religii .",Argument_against,train
school uniforms,"The University of Notre Dame study also belies the claims that uniforms improve discipline : "" Our findings indicate that student uniforms have no direct effect on . . . behavioral problems "" ( Brunsma and Rockquemore 1 ) .","Studiul de la Universitatea Notre Dame infirmă, de asemenea, afirmațiile conform cărora uniformele îmbunătățesc disciplina: „Descoperirile noastre indică faptul că uniformele studenților nu au niciun efect direct asupra... problemelor de comportament” (Brunsma și Rockquemore 1).",Argument_against,train
school uniforms,"They may well end up still wearing hand-me-downs from older siblings , or faded clothes from the charity shop too .",S-ar putea să ajungă să poarte încă haine de la frații mai mari sau haine decolorate de la magazinul de caritate.,Argument_against,train
school uniforms,"Even as recently as February 2000 , over half way through the school year , the suspensions continue due to conflicts over compliant clothing .","Chiar și recent, în februarie 2000, la jumătatea anului școlar, suspendările continuă din cauza conflictelor legate de îmbrăcămintea conformă.",Argument_against,train
school uniforms,"In terms of personal development , uniforms promote conformity rather than individuality .","În ceea ce privește dezvoltarea personală, uniformele promovează mai degrabă conformitatea decât individualitatea.",Argument_against,train
school uniforms,If it 's not based upon the style of clothes worn there are many other superficial ways to judge people and form cliques .,"Dacă nu se bazează pe stilul de haine purtate, există multe alte moduri superficiale de a judeca oamenii și de a forma clicuri.",Argument_against,train
school uniforms,The same kids will get bullied regardless of whether of not the school has uniforms .,"Aceiași copii vor fi hărțuiți, indiferent dacă școala are uniforme sau nu.",Argument_against,train
school uniforms,"While the positive reports emerging from some school districts with uniform policies seem to lend credence to this position , upon closer examination , flaws begin to appear .","În timp ce rapoartele pozitive care apar din unele districte școlare cu politici uniforme par să acorde credibilitate acestei poziții, la o examinare mai atentă, încep să apară defecte.",Argument_against,train
school uniforms,"There is no concrete evidence proving uniforms alone cause such dramatic reductions in crime , but rather , these policies appear to act as nothing more that a ?","Nu există dovezi concrete care să demonstreze că uniformele singure cauzează reduceri atât de dramatice ale criminalităţii, ci mai degrabă, aceste politici par să acţioneze ca ceva mai mult decât un?",Argument_against,train
school uniforms,How safe is the evolving mind of a child in the hands of a system that puts discipline above development ?,Cât de sigură este mintea în evoluție a unui copil în mâinile unui sistem care pune disciplina mai presus de dezvoltare?,Argument_against,train
school uniforms,"Your child then tells you that the clothes you purchased for school , following the schoolï ¿ ½ s Code of Conduct guidelines , were deemed unacceptable by the principal and he/she was forced , under threat of punishment , to change into loaned , approved clothing .","Apoi copilul dumneavoastră vă spune că hainele pe care le-ați cumpărat pentru școală, urmând instrucțiunile Codului de conduită al școlii, au fost considerate inacceptabile de către director și a fost forțat, sub amenințarea cu pedeapsa, să se schimbe în îmbrăcăminte împrumutată și aprobată.",Argument_against,train
school uniforms,"Secondly , uniforms can be detrimental to adult development .","În al doilea rând, uniformele pot fi dăunătoare dezvoltării adulților.",Argument_against,train
school uniforms,"In the absense of arguments in favor , uniforms become a straitjacket that is forced upon those who resent it for the sake of killing their spirit .","În lipsa argumentelor în favoarea, uniformele devin o cămașă de forță care este forțată asupra celor care le supără de dragul uciderii spiritului lor.",Argument_against,train
school uniforms,"I think that we should n't wear uniforms anymore , kids do n't get to have the freedom to wear what they want and uniforms sometimes cost to much then what families want to pay just a uniform !","Cred că nu ar trebui să mai purtăm uniforme, copiii nu au libertatea de a purta ceea ce își doresc și uniformele costă uneori mai mult decât ceea ce vor familiile să plătească doar o uniformă!",Argument_against,train
school uniforms,It 's obvious that there are a lot of things you can say against school uniforms .,Este evident că sunt multe lucruri pe care le poți spune împotriva uniformelor școlare .,Argument_against,train
school uniforms,Finland ’s schools top international league tables and do n’t have school uniform ; while the UK has the uniforms without the stunning results .,Școlile din Finlanda sunt în topul clasamentului internațional și nu au uniformă școlară; în timp ce Marea Britanie are uniformele fără rezultate uimitoare .,Argument_against,train
school uniforms,He wore a pair of pants left over from the previous school year and was deemed to be noncompliant because the pants were too faded ( 1 ) .,El a purtat o pereche de pantaloni rămași din anul școlar precedent și a fost considerat a fi neconform deoarece pantalonii erau prea decolorați ( 1 ) .,Argument_against,train
school uniforms,"When you compound all the people that have to buy school uniforms , it totals to $ 1 billion annually .","Când adună toți oamenii care trebuie să cumpere uniforme școlare, se ridică la 1 miliard de dolari anual.",Argument_against,train
school uniforms,"The situation is also prone to exploitation by unfair trade practices , unhealthy schemes , favoratism and cronyism , e.g. deals in which secret bribes are paid for the privilege of exclusively and ' locally ' producing and selling such school uniforms .","Situația este, de asemenea, predispusă la exploatare prin practici comerciale neloiale, scheme nesănătoase, favoratism și favoritism, de ex. tranzacții în care se plătesc mită secretă pentru privilegiul de a produce și vinde exclusiv și „local” astfel de uniforme școlare.",Argument_against,train
school uniforms,"Even minus the uniform , he adds that bullies can come up with other reasons that can justify violence and aggression towards their fellow students .","Chiar și fără uniformă, el adaugă că bătăușii pot veni cu alte motive care pot justifica violența și agresivitatea față de colegii lor.",Argument_against,train
school uniforms,For cheapness uniform items are often made of polycottons which are hot in warm weather but do n’t keep children properly warm in winter .,"Pentru a fi ieftin, articolele uniforme sunt adesea făcute din polibuton, care sunt fierbinți pe vreme caldă, dar nu țin copiii la cald în timpul iernii.",Argument_against,train
school uniforms,"Fourthly , uniforms actually attract bullies !","În al patrulea rând, uniformele chiar atrag bătăușii!",Argument_against,train
school uniforms,You are told that you will have to purchase more clothing that is deemed acceptable by the principal or your child will be punished and denied an education .,"Vi se spune că va trebui să cumpărați mai multe haine care sunt considerate acceptabile de către director, altfel copilul dumneavoastră va fi pedepsit și va fi refuzat o educație.",Argument_against,train
school uniforms,"Uniforms are not a "" silver bullet "" solution to school improvement efforts .",Uniformele nu sunt o soluție „glonț de argint” pentru eforturile de îmbunătățire a școlii.,Argument_against,train
school uniforms,Making everyone wear the same school uniform infringes on ( goes against ) our rights and is a misuse of authority .,A face pe toți să poarte aceeași uniformă școlară încalcă (contra) drepturile noastre și este o abuz de autoritate.,Argument_against,train
school uniforms,"People think that these can stop the violence , but they actually do n’t .","Oamenii cred că acestea pot opri violența, dar de fapt nu o fac.",Argument_against,train
school uniforms,Are schools teaching students that decisions should be made without debate and without prior research into the matter ?,Îi învață școlile pe elevi că deciziile ar trebui luate fără dezbateri și fără cercetare prealabilă în materie?,Argument_against,train
school uniforms,"From the results , researchers were able to conclude that students wearing uniforms did not have any significant difference in academic preparedness or proschool attitudes than other students .","Din rezultate, cercetătorii au putut concluziona că studenții care purtau uniforme nu au avut nicio diferență semnificativă în pregătirea academică sau atitudinile proșcolare decât alți studenți.",Argument_against,val
school uniforms,"Some critics allege that this uniform is associated with the dress of a professional business man , which , they claim , gives boys at a young age the impression that masculinity is gained through business success .","Unii critici susțin că această uniformă este asociată cu ținuta unui om de afaceri profesionist, ceea ce, susțin ei, le dă băieților la o vârstă fragedă impresia că masculinitatea este câștigată prin succesul în afaceri.",Argument_against,val
school uniforms,"Why do these educational institutes , who are otherwise so keen to teach students the value of scientific research , typically base their decision to introduce school uniforms on a lack of scientific research into the impact of uniforms ?","De ce aceste institute de învățământ, care de altfel sunt atât de dornice să învețe studenții valoarea cercetării științifice, își bazează de obicei decizia de a introduce uniformele școlare pe lipsa cercetării științifice asupra impactului uniformelor?",Argument_against,val
school uniforms,"Whatever way you look at it , homogeneity is definitely boring .","Oricum ai privi, omogenitatea este cu siguranta plictisitoare.",Argument_against,val
school uniforms,"In terms are usage , uniforms prove to be uncomfortable and costly .","În ceea ce privește utilizarea, uniformele se dovedesc a fi inconfortabile și costisitoare.",Argument_against,val
school uniforms,"4 ) School Uniforms do not cut down on bullying - No matter what you dress students in , they will always find a way to pass judgment upon their peers .","Uniformele școlare nu reduc hărțuirea - Indiferent în ce îmbrăcați elevii, ei vor găsi întotdeauna o modalitate de a judeca colegii lor.",Argument_against,val
school uniforms,Some families complain about the financial burden of purchasing uniforms in addition to their kids ’ other clothing .,Unele familii se plâng de povara financiară a achiziționării de uniforme pe lângă alte haine ale copiilor lor.,Argument_against,val
school uniforms,"Kids will be kids , and frankly it takes more than stipulating the right shade of blue shirt to eradicate bullying from schools .","Copiii vor fi copii și, sincer, este nevoie de mai mult decât de a stipula nuanța potrivită de cămașă albastră pentru a eradica intimidarea din școli.",Argument_against,val
school uniforms,"It can be used as an excuse : If a child is misbehaving and needs to be put in line , it can sometimes be difficult for a teacher to find a reason .","Poate fi folosit ca o scuză: Dacă un copil se comportă prost și trebuie pus la rând, uneori poate fi dificil pentru un profesor să găsească un motiv.",Argument_against,val
school uniforms,"But according to published reports , some students have not been as receptive to the idea ; one high school student said a mandatory school uniform policy would be “ terrible ” and only cause more problems .","Dar, conform rapoartelor publicate, unii studenți nu au fost la fel de receptivi la idee; un elev de liceu a spus că o politică obligatorie privind uniforma școlară ar fi „îngrozitoare” și ar cauza doar mai multe probleme.",Argument_against,val
school uniforms,"The very point of uniforms is that it is something that not everyone wears , and this exclusivity obviously comes at a cost .","Ideea uniformă este că este ceva pe care nu îl poartă toată lumea, iar această exclusivitate, evident, are un cost.",Argument_against,val
school uniforms,"Examine an argument that supposedly favored school uniforms more closely , and it either does n't make sense or it turns into an argument against school uniforms .","Examinați un argument care se presupune că a favorizat mai îndeaproape uniformele școlare și fie nu are sens, fie se transformă într-un argument împotriva uniformelor școlare.",Argument_against,val
school uniforms,"Child and teen development specialist Robyn Silverman told NBC News ' Today that students , especially girls , tend to compare how each other looks in their uniforms : "" As a body image expert , I hear from students all the time that they feel it allows for a lot of comparison ... So if you have a body that ’s a plus-size body , a curvier body , a very tall body , a very short body , those girls often feel that they do n’t look their best . ""","Specialistul în dezvoltare pentru copii și adolescenți, Robyn Silverman, a declarat astăzi pentru NBC News că studenții, în special fetele, au tendința de a compara cum arată unul pe altul în uniforme: „Ca expert în imaginea corporală, aud tot timpul de la studenți că simt că acest lucru permite o mulțime de comparații... Deci, dacă ai un corp care este un corp de mărime plus, un corp mai curbat, un corp de fete foarte înalt, nu se simte foarte des înalt. cel mai bun.",Argument_against,test
school uniforms,You know you are an adult when you are given the freedom to choose – whether you like this or that .,Știi că ești adult atunci când ți se oferă libertatea de a alege – dacă îți place asta sau asta.,Argument_against,test
school uniforms,"In any other walk of life , we would n’t dream of telling girls that they have to wear a skirt .","În orice alt domeniu al vieții, nu am visa să le spunem fetelor că trebuie să poarte o fustă.",Argument_against,test
school uniforms,"So long as this parade of choices does not interrupt the school day , schools should be interested in nurturing , rather than standardizing , student expression .","Atâta timp cât această paradă a alegerilor nu întrerupe ziua de școală, școlile ar trebui să fie interesate să cultive, mai degrabă decât să standardizeze, expresia elevilor.",Argument_against,test
school uniforms,"More substantive improvements to public education could be achieved with smaller class sizes , tightened security , increased parental involvement , improved facilities , and other measures .","Îmbunătățiri mai substanțiale ale educației publice ar putea fi realizate cu clase mai mici, securitate sporită, implicare sporită a părinților, facilități îmbunătățite și alte măsuri.",Argument_against,test
school uniforms,"To imagine that telling students what to wear will bring back those days is to engage in wishful , if not fuzzy , thinking ... If we want students to grow into critical thinkers and ethical people , then we have to aim higher than mere conformity .","Să ne imaginăm că a le spune studenților ce să poarte va aduce înapoi acele zile înseamnă să ne angajăm într-o gândire plină de iluzii, dacă nu neclare... Dacă dorim ca studenții să devină gânditori critici și oameni etici, atunci trebuie să țintim mai mult decât simpla conformare.",Argument_against,test
school uniforms,A 2004 book makes the case that uniforms do not improve school safety or academic discipline .,O carte din 2004 susține că uniformele nu îmbunătățesc siguranța școlii sau disciplina academică.,Argument_against,test
school uniforms,"Although it is n’t obvious , uniforms do fuel wicked commercial interests , and they should be stopped before more hard-wasted money is lost .","Deși nu este evident, uniformele alimentează interese comerciale răutăcioase și ar trebui oprite înainte de a se pierde mai mulți bani irositi.",Argument_against,test
school uniforms,Brunsma concluded that there is no positive correlation between uniforms and school safety or academic achievement .,Brunsma a concluzionat că nu există o corelație pozitivă între uniforme și siguranța școlară sau performanța școlară.,Argument_against,test
school uniforms,"Schools spend so much time trying to keep their students under control that they end up squashing the sparks that some of those kids were born with ... Uniforms jeopardize the ability of America 's youth to express themselves , to become the people that they want to be .","Școlile petrec atât de mult timp încercând să-și țină elevii sub control, încât ajung să zdrobească scânteile cu care s-au născut unii dintre acești copii... Uniformele pun în pericol capacitatea tinerilor Americii de a se exprima, de a deveni oamenii care își doresc să fie.",Argument_against,test
school uniforms,Today 's school uniforms seem more a punitive measure meant to deny students their right to freedom of expression and individuality .,Uniformele școlare de astăzi par mai degrabă o măsură punitivă menită să le refuze elevilor dreptul la libertatea de exprimare și la individualitate.,Argument_against,test
school uniforms,School uniforms in public schools undermine the promise of a free education by imposing an extra expense on families .,Uniformele școlare din școlile publice subminează promisiunea unei educații gratuite prin impunerea unei cheltuieli suplimentare familiilor.,Argument_against,test
school uniforms,""" My son 's an unusual size , "" his mother Irit told Education World , "" so it 's hard to find him clothes anyway .","„Fiul meu are o mărime neobișnuită”, a spus mama lui Irit pentru Education World, „deci oricum e greu să-i găsești haine.",NoArgument,train
